genres,id,original_language,release_date,runtime,title,vote_average,director
History Action,44092,zh,9/1/2010,117,Reign of Assassins,6.7,John Woo
Comedy Drama History,16005,en,9/26/2008,113,The Lucky Ones,6.3,Neil Burger
Drama,44754,en,9/30/2011,149,Margaret,6.1,Kenneth Lonergan
Comedy Horror,23988,en,10/27/2009,90,Stan Helsing,4,Bo Zenga
Romance Drama,43949,en,8/6/2010,89,Flipped,7.4,Rob Reiner
Drama Romance,142,en,9/2/2005,134,Brokeback Mountain,7.5,Ang Lee
Comedy Drama Romance,9603,en,7/19/1995,97,Clueless,6.9,Amy Heckerling
Drama Romance,10712,en,9/1/2002,107,Far from Heaven,6.9,Todd Haynes
Comedy,243938,en,2/20/2015,93,Hot Tub Time Machine 2,5,Steve Pink
Drama,10876,en,11/22/2000,124,Quills,6.8,Philip Kaufman
Comedy Crime,86838,en,9/7/2012,110,Seven Psychopaths,6.7,Martin McDonagh
Drama Mystery Thriller,25208,en,1/19/2001,105,The Caveman's Valentine,6,Kasi Lemmons
Drama History War,613,de,9/8/2004,156,Downfall,7.7,Oliver Hirschbiegel
Drama,1913,es,9/3/2004,125,The Sea Inside,7.2,Alejandro Amen\u00e1bar
Thriller Science Fiction Drama,97370,en,3/14/2014,108,Under the Skin,6,Jonathan Glazer
Comedy Drama War,801,en,12/23/1987,121,"Good Morning, Vietnam",7.1,Barry Levinson
Action Comedy Thriller,70829,en,12/29/2010,100,The Last Godfather,4.7,Shim Hyung-Rae
Documentary Music Family,54518,en,2/11/2011,105,Justin Bieber: Never Say Never,4.8,Jon M. Chu
Drama Thriller,44214,en,12/2/2010,108,Black Swan,7.3,Darren Aronofsky
Drama Crime,240,en,12/20/1974,200,The Godfather: Part II,8.3,Francis Ford Coppola
Drama Family Romance Music,9816,en,1/12/2001,112,Save the Last Dance,6.3,Thomas Carter
Horror Thriller,10131,en,8/19/1988,99,A Nightmare on Elm Street 4: The Dream Master,5.8,Renny Harlin
Drama,339984,en,3/17/2016,117,Miracles from Heaven,6.7,Patricia Riggen
Comedy,8859,en,12/15/2000,83,"Dude, Where’s My Car?",5.2,Danny Leiner
Crime Action Adventure Drama Western,11967,en,8/12/1988,107,Young Guns,6.6,Christopher Cain
Comedy,239563,en,10/9/2014,102,St. Vincent,7.1,Theodore Melfi
Comedy Romance,222899,en,2/14/2014,100,About Last Night,6,Steve Pink
Comedy Romance Drama,4951,en,3/30/1999,97,10 Things I Hate About You,7.3,Gil Junger
Comedy Family,10985,en,5/10/2002,88,The New Guy,5.7,Ed Decter
Comedy,9644,en,2/4/1993,84,National Lampoon's Loaded Weapon 1,5.7,Gene Quintano
Horror Drama Thriller,332567,en,6/24/2016,86,The Shallows,6.2,Jaume Collet-Serra
Science Fiction Thriller,1954,en,1/22/2004,113,The Butterfly Effect,7.3,Eric Bress
Comedy Family,15489,en,2/11/2000,89,Snow Day,4.8,Chris Koch
Comedy Drama,15250,en,11/27/2007,117,This Christmas,7.1,Preston A. Whitmore II
Science Fiction Comedy Family,22345,en,3/12/1999,97,Baby Geniuses,3.3,Bob Clark
Action Adventure Comedy Thriller,9448,en,4/24/1998,91,The Big Hit,6.1,Kirk Wong
Comedy Drama Family,38223,en,7/10/1996,100,Harriet the Spy,5.7,Bronwen Hughes
Drama Horror,11186,en,11/9/1990,84,Child's Play 2,5.8,John Lafia
Crime Thriller,136835,en,9/10/2014,83,No Good Deed,5.6,Sam Miller
Science Fiction Horror Thriller,5876,en,11/21/2007,126,The Mist,6.7,Frank Darabont
Drama Science Fiction,264660,en,1/21/2015,108,Ex Machina,7.6,Alex Garland
Fantasy Drama Comedy,492,en,9/30/1999,112,Being John Malkovich,7.3,Spike Jonze
Comedy Romance,25462,en,9/7/2001,90,Two Can Play That Game,6.6,Mark Brown
Family Adventure Science Fiction,238603,en,6/14/2014,89,Earth to Echo,5.7,Dave Green
Drama Romance,10691,en,6/29/2001,99,Crazy/Beautiful,6.6,John Stockwell
Action Adventure Drama War,1251,en,12/19/2006,141,Letters from Iwo Jima,7.2,Clint Eastwood
Adventure Comedy Drama Science Fiction,5172,en,10/15/2006,104,The Astronaut Farmer,6.2,Michael Polish
Comedy Romance,58680,en,5/8/1998,84,Woo,5.5,Daisy von Scherler Mayer
Drama Thriller,264644,en,10/16/2015,117,Room,8.1,Lenny Abrahamson
Comedy,14577,en,6/12/1998,82,Dirty Work,6.5,Bob Saget
Comedy Crime Horror Thriller,11592,en,4/13/1994,95,Serial Mom,6.4,John Waters
Comedy,16406,en,8/4/1999,94,Dick,5.7,Andrew Fleming
Drama Thriller,19052,en,11/4/1999,99,Light It Up,6.6,Craig Bolotin
Music Drama,3682,en,8/28/1998,106,54,5.5,Mark Christopher
Adventure Comedy Drama Romance,9683,en,8/24/2001,84,Bubble Boy,5.1,Blair Hayes
Comedy Crime Thriller,2084,en,9/6/2001,93,Birthday Girl,6.1,Jez Butterworth
Comedy,107811,en,3/1/2013,93,21 & Over,5.7,Jon Lucas
Drama Romance,2266,fr,5/16/2006,120,"Paris, je t'aime",6.8,Isabel Coixet
Drama,13074,en,6/14/2007,112,Resurrecting the Champ,5.9,Rod Lurie
Comedy Drama Romance,144340,en,3/21/2013,107,Admission,5.4,Paul Weitz
Romance Drama,48217,en,1/1/2000,112,The Widow of Saint-Pierre,6.7,Patrice Leconte
Drama Thriller Mystery,28211,en,3/25/2009,96,Chloe,5.9,Atom Egoyan
Comedy Crime Drama,47502,en,4/3/1996,91,Faithful,4.8,Paul Mazursky
Drama Action Comedy Crime,9950,en,3/16/2006,125,Find Me Guilty,6.5,Sidney Lumet
Drama Romance,84892,en,9/20/2012,102,The Perks of Being a Wallflower,7.7,Stephen Chbosky
Action,24227,en,5/14/1993,87,Excessive Force,4.5,Jon Hess
Drama,9672,en,11/16/2006,110,Infamous,6.4,Douglas McGrath
Drama Romance Western,44853,en,12/29/2000,120,The Claim,5.6,Michael Winterbottom
Thriller Horror,157544,en,7/24/2015,91,The Vatican Tapes,4.6,Mark Neveldine
Action Comedy Science Fiction,59678,en,5/12/2011,88,Attack the Block,6.3,Joe Cornish
Drama Romance War,79777,en,12/23/2011,127,In the Land of Blood and Honey,5.8,Angelina Jolie
Crime Thriller,158011,en,3/14/2013,94,The Call,6.6,Brad Anderson
History Drama War Action,407887,ko,7/27/2016,110,Operation Chromite,5.8,John H. Lee
Family Action Adventure,17043,en,7/26/2002,90,The Crocodile Hunter: Collision Course,5.3,John Stainton
Comedy Drama Romance,8952,en,1/18/2009,98,I Love You Phillip Morris,6.4,Glenn Ficarra
Adventure Drama,62204,xx,12/15/1981,100,Quest for Fire,7.1,Jean-Jacques Annaud
Drama Romance,13435,en,12/19/2002,120,Antwone Fisher,6.7,Denzel Washington
Drama Romance,17187,en,11/22/2002,108,The Emperor's Club,6.9,Michael Hoffman
Action Thriller Crime Romance,319,en,9/9/1993,120,True Romance,7.5,Tony Scott
Romance Science Fiction,59457,en,7/15/2010,111,Womb,5.9,Benedek Fliegauf
Crime Drama Mystery,9504,en,9/15/1992,100,Glengarry Glen Ross,7.5,James Foley
Crime Drama Thriller,37414,en,2/19/2010,109,The Killer Inside Me,6,Michael Winterbottom
Drama Fantasy Horror Thriller,6217,en,4/2/1982,118,Cat People,6,Paul Schrader
Horror Mystery Thriller,26688,en,9/9/2009,101,Sorority Row,5.4,Stewart Hendler
Adventure Drama Romance,43867,en,9/3/1937,101,The Prisoner of Zenda,8.4,John Cromwell
Comedy Romance Drama,6615,en,10/12/2007,106,Lars and the Real Girl,7.1,Craig Gillespie
War Drama,14574,en,5/7/2008,94,The Boy in the Striped Pyjamas,7.7,Mark Herman
Drama Crime Music,16,en,5/17/2000,140,Dancer in the Dark,7.6,Lars von Trier
Drama Romance,39780,en,12/31/1997,132,Oscar and Lucinda,6.2,Gillian Armstrong
Crime Drama,21612,en,1/26/1996,99,The Funeral,7.3,Abel Ferrara
Comedy Drama Romance,36691,en,9/7/2009,90,Solitary Man,5.8,Brian Koppelman
Action Comedy Thriller,23631,en,9/1/2010,105,Machete,6.3,Robert Rodriguez
Crime Comedy Drama,45324,en,9/16/2010,108,Casino Jack,6,George Hickenlooper
Animation Adventure Family,12144,en,11/18/1988,69,The Land Before Time,7,Don Bluth
Action Adventure Drama History War,11658,ko,2/5/2004,140,Tae Guk Gi: The Brotherhood of War,7.4,Kang Je-gyu
Drama Family,56601,en,4/1/2010,118,The Perfect Game,6.3,William Dear
Drama Horror Thriller,9552,en,12/26/1973,122,The Exorcist,7.5,William Friedkin
Horror Thriller Adventure,578,en,6/18/1975,124,Jaws,7.5,Steven Spielberg
Comedy Romance,2105,en,7/9/1999,95,American Pie,6.4,Chris Weitz
Animation Comedy Drama Family,126319,fr,12/12/2012,78,Ernest & Celestine,7.6,St\u00e9phane Aubier
Action Adventure Comedy,10136,en,12/12/1986,94,The Golden Child,5.6,Michael Ritchie
Comedy Romance,67660,en,4/16/2012,122,Think Like a Man,6.9,Tim Story
Comedy Drama,10611,en,4/1/2002,102,Barbershop,6.2,Tim Story
Action Adventure Science Fiction Thriller,154,en,6/3/1982,113,Star Trek II: The Wrath of Khan,7.3,Nicholas Meyer
Comedy Mystery,3049,en,2/4/1994,86,Ace Ventura: Pet Detective,6.4,Tom Shadyac
Thriller Science Fiction,860,en,6/3/1983,114,WarGames,7,John Badham
Crime Drama Romance Thriller,9281,en,2/8/1985,113,Witness,7,Peter Weir
Action Thriller War,75674,en,2/24/2012,110,Act of Valor,6.3,Mike McCoy
Music Drama Romance Crime,9762,en,8/11/2006,104,Step Up,6.7,Anne Fletcher
Animation Comedy,3179,en,12/15/1996,81,Beavis and Butt-Head Do America,6.5,Mike Judge
Comedy Crime Romance,184,en,12/24/1997,154,Jackie Brown,7.3,Quentin Tarantino
Comedy Adventure,13335,en,4/25/2008,107,Harold & Kumar Escape from Guantanamo Bay,6.2,Jon Hurwitz
Science Fiction Drama Thriller,76726,en,2/1/2012,84,Chronicle,6.6,Josh Trank
Music Drama Romance,10269,en,11/18/1983,132,Yentl,6.2,Barbra Streisand
Family Fantasy Science Fiction Adventure Comedy,36819,en,7/13/1981,116,Time Bandits,6.6,Terry Gilliam
Action Adventure Comedy Drama Family,17130,en,2/15/2002,93,Crossroads,4.7,Tamra Davis
Comedy Crime,57214,en,3/1/2012,88,Project X,6.5,Nima Nourizadeh
Drama History War,11202,en,1/25/1970,172,Patton,7.3,Franklin J. Schaffner
Horror Thriller,9357,en,8/21/2002,96,One Hour Photo,6.6,Mark Romanek
Horror Science Fiction Thriller,13812,en,10/10/2008,89,Quarantine,5.5,John Erick Dowdle
Drama Horror Thriller,9030,en,2/1/2008,98,The Eye,5.5,David Moreau
Comedy Family,19084,en,4/7/2004,97,Johnson Family Vacation,4.7,Christopher Erskin
Comedy,8386,en,12/21/2001,93,How High,6.3,Jesse Dylan
Comedy Family Fantasy Drama,10437,en,12/10/1992,85,The Muppet Christmas Carol,7.2,Brian Henson
Drama Romance,1360,en,8/29/2002,123,Frida,7.3,Julie Taymor
Documentary Music,101267,en,6/28/2012,93,Katy Perry: Part of Me,6.5,Dan Cutforth
Romance Drama,222935,en,5/16/2014,125,The Fault in Our Stars,7.6,Josh Boone
Drama Crime,10220,en,9/11/1998,121,Rounders,6.9,John Dahl
Drama Comedy,284296,en,12/12/2014,102,Top Five,6.3,Chris Rock
Horror Science Fiction,31915,en,1/1/1979,102,Prophecy,5.4,John Frankenheimer
Horror Mystery Thriller,11601,en,9/10/1999,99,Stir of Echoes,6.5,David Koepp
Drama,205220,en,11/1/2013,98,Philomena,7.4,Stephen Frears
Comedy Drama,11354,en,1/23/2005,118,The Upside of Anger,6.4,Mike Binder
Horror Drama Thriller Science Fiction,16241,en,10/5/1978,125,The Boys from Brazil,6.6,Franklin J. Schaffner
Fantasy Romance Family Comedy,14191,en,3/3/2006,104,Aquamarine,5.8,Elizabeth Allen Rosenbaum
Drama Mystery Romance,286565,en,6/18/2015,109,Paper Towns,6.1,Jake Schreier
Comedy,26710,en,1/9/2004,86,My Baby's Daddy,4.3,Cheryl Dunye
Drama Adventure,129670,en,9/21/2013,115,Nebraska,7.4,Alexander Payne
Horror Comedy Thriller,9059,en,1/13/1995,92,Tales from the Crypt: Demon Knight,6.7,Ernest R. Dickerson
Comedy Family Fantasy Science Fiction,34549,en,10/5/2001,86,Max Keeble's Big Move,5.4,Tim Hill
Comedy Drama,57157,en,12/16/2011,94,Young Adult,5.6,Jason Reitman
Action Thriller Crime,1948,en,8/31/2006,88,Crank,6.6,Brian Taylor
Comedy Romance,28353,en,8/6/1997,93,Def Jam's How to Be a Player,5.3,Lionel C. Martin
Comedy Drama Romance,46889,en,10/30/1998,100,Living Out Loud,5.3,Richard LaGravenese
Comedy Drama Romance,38093,en,5/14/2010,100,Just Wright,6.1,Sanaa Hamri
Drama,14976,en,10/3/2008,113,Rachel Getting Married,6.1,Jonathan Demme
Romance Crime Drama,11027,en,3/20/1981,122,The Postman Always Rings Twice,6.4,Bob Rafelson
Drama Romance,3635,en,8/31/2003,101,Girl with a Pearl Earring,6.4,Peter Webber
Action Drama History War Adventure,387,de,9/16/1981,149,Das Boot,7.9,Wolfgang Petersen
Comedy,6020,en,3/22/2002,93,Sorority Boys,4.6,Wallace Wolodarsky
Comedy Drama Science Fiction,122906,en,8/16/2013,123,About Time,7.8,Richard Curtis
Adventure Drama Action Romance,9550,zh,5/19/2004,119,House of Flying Daggers,7.1,Zhang Yimou
Drama Thriller,60599,en,9/14/2012,100,Arbitrage,6.1,Nicholas Jarecki
Science Fiction Thriller,227719,en,1/30/2015,106,Project Almanac,6.4,Dean Israelite
Drama History Music,14299,en,12/5/2008,109,Cadillac Records,6.9,Darnell Martin
Action Comedy,19419,en,5/12/2000,81,Screwed,4.9,Scott Alexander
Action Thriller Science Fiction,12088,en,9/30/1992,95,Fortress,5.7,Stuart Gordon
Comedy Drama,14799,en,11/22/2006,86,For Your Consideration,5.9,Christopher Guest
Drama Comedy,9466,en,9/7/1998,113,Celebrity,6,Woody Allen
Drama Comedy,7510,en,10/27/2006,116,Running with Scissors,5.8,Ryan Murphy
Comedy Romance,31246,en,6/20/2003,90,From Justin to Kelly,3,Robert Iscove
Comedy,61752,en,3/22/1996,108,Girl 6,5.7,Spike Lee
Mystery Thriller,10944,en,9/9/2003,119,In the Cut,4.6,Jane Campion
Drama Romance,10362,en,11/19/2008,110,Two Lovers,6.6,James Gray
Comedy Drama,14778,en,9/10/2001,109,Last Orders,6,Fred Schepisi
Horror Drama Science Fiction,1255,ko,7/27/2006,119,The Host,6.7,Bong Joon-ho
Adventure Crime Thriller,45226,en,11/13/1981,100,The Pursuit of D.B. Cooper,6.8,Roger Spottiswoode
Comedy Horror Thriller Western,10212,en,3/16/1999,100,Ravenous,6.9,Antonia Bird
Comedy Drama,8669,en,2/22/2008,97,Charlie Bartlett,6.5,Jon Poll
Comedy Drama,179144,it,5/21/2013,142,The Great Beauty,7.3,Paolo Sorrentino
Comedy Drama,16857,en,6/14/2002,104,The Dangerous Lives of Altar Boys,6.4,Peter Care
Drama Horror Thriller,86825,en,2/28/2013,99,Stoker,6.5,Park Chan-wook
Fantasy Drama Science Fiction Romance,844,zh,5/20/2004,129,2046,6.9,Wong Kar-wai
Crime Drama Romance,8060,en,9/12/2007,90,Married Life,6.1,Ira Sachs
Adventure Drama Family,15907,en,4/22/2005,100,Duma,6.9,Carroll Ballard
Drama Romance,38448,en,9/14/2009,111,Ondine,6.5,Neil Jordan
Crime Drama Thriller,327,ja,9/9/2000,114,Brother,6.8,Takeshi Kitano
Comedy,9260,en,5/24/2002,86,Welcome to Collinwood,6.2,Anthony Russo
Comedy Drama,61337,en,10/31/1997,107,Critical Care,6.1,Sidney Lumet
Thriller Drama Mystery,13079,en,9/8/2007,90,The Life Before Her Eyes,6.1,Vadim Perelman
Drama Romance,89325,en,4/20/2012,103,Darling Companion,5.3,Lawrence Kasdan
Drama Thriller,4170,en,1/23/2007,120,Trade,6.8,Marco Kreuzpaintner
War Drama,41508,hu,2/10/2005,140,Fateless,6.5,Lajos Koltai
Comedy,12479,en,2/13/1999,110,Breakfast of Champions,5.2,Alan Rudolph
Comedy Drama Thriller,44555,zh,12/11/2009,95,"A Woman, a Gun and a Noodle Shop",4.8,Zhang Yimou
Thriller Science Fiction Mystery,10133,en,10/1/2002,95,Cypher,6.7,Vincenzo Natali
Drama History War,21345,zh,4/22/2009,132,City of Life and Death,7.6,Lu Chuan
Animation Family Action Adventure Comedy,173931,zh,1/1/2011,89,Legend of a Rabbit,3,Lijun Sun
Science Fiction,61984,ja,12/1/2010,131,Space Battleship Yamato,6.3,Takashi Yamazaki
War Drama,50601,en,4/14/2011,113,5 Days of War,5.8,Renny Harlin
Horror,26466,en,10/16/2009,99,Triangle,6.9,Christopher Smith
Drama,345003,en,11/20/2015,111,10 Days in a Madhouse,4.3,Timothy Hines
Drama,236751,en,4/16/2014,99,Heaven is for Real,6,Randall Wallace
Thriller Crime,107,en,9/1/2000,103,Snatch,7.7,Guy Ritchie
Drama Romance,357837,cs,10/16/2015,89,Dancin' It's On,4.3,David Winters
Drama Horror,8913,en,4/21/1989,103,Pet Sematary,6.4,Mary Lambert
Drama,13889,ja,4/17/1993,134,Madadayo,7.5,Akira Kurosawa
Drama,18530,en,2/7/2009,101,The Cry of the Owl,5.5,Jamie Thraves
Drama History Romance,358451,zh,8/28/2015,130,A Tale of Three Cities,6.3,Mabel Cheung
Fantasy Horror Comedy,927,en,6/7/1984,106,Gremlins,6.9,Joe Dante
Adventure Action Science Fiction,11,en,5/25/1977,121,Star Wars,8.1,George Lucas
Comedy,291870,en,1/21/2016,102,Dirty Grandpa,5.7,Dan Mazer
Drama Romance War,907,en,12/22/1965,197,Doctor Zhivago,7.4,David Lean
Adventure Crime Drama Thriller,206563,pt,10/9/2014,112,Trash,7.1,Stephen Daldry
Comedy Drama Family Music Romance,11887,en,10/22/2008,116,High School Musical 3: Senior Year,6.2,Kenny Ortega
Drama,45317,en,12/17/2010,116,The Fighter,7.2,David O. Russell
Action Comedy Documentary,12094,en,9/22/2006,95,Jackass Number Two,6.4,Jeff Tremaine
Comedy Drama,10377,en,3/13/1992,120,My Cousin Vinny,7.3,Jonathan Lynn
Drama,249164,en,8/21/2014,106,If I Stay,7.3,R.J. Cutler
Action Comedy Crime,256092,en,5/26/2014,96,Drive Hard,3.9,Brian Trenchard-Smith
Comedy,9942,en,2/16/1989,107,Major League,6.6,David S. Ward
Comedy Family Science Fiction,10748,en,12/21/2007,101,St. Trinian's,5.6,Barnaby Thompson
Thriller Drama,1817,en,9/9/2002,81,Phone Booth,6.7,Joel Schumacher
Drama Romance,10229,en,1/25/2002,101,A Walk to Remember,7.5,Adam Shankman
Drama,687,en,12/29/1995,122,Dead Man Walking,7.3,Tim Robbins
Drama Romance Thriller,796,en,3/5/1999,97,Cruel Intentions,6.6,Roger Kumble
Horror Mystery,22804,en,10/22/2009,90,Saw VI,6,Kevin Greutert
Comedy,10156,en,6/12/1981,92,History of the World: Part I,6.5,Mel Brooks
Adventure,12837,en,9/17/2008,114,The Secret Life of Bees,7.4,Gina Prince-Bythewood
Action Comedy Crime,17708,en,10/12/2001,86,Corky Romano,4.1,Rob Pritts
Drama Horror Thriller Crime,13937,en,8/7/1992,91,Raising Cain,5.9,Brian De Palma
Drama Action,28932,en,4/26/1978,145,F.I.S.T.,6.4,Norman Jewison
Science Fiction,31909,en,1/1/1986,100,Invaders from Mars,5.5,Tobe Hooper
Drama Romance,167073,en,10/20/2015,111,Brooklyn,7.2,John Crowley
Drama Romance War,3175,en,12/18/1975,184,Barry Lyndon,7.7,Stanley Kubrick
Comedy,14369,en,11/21/2001,89,Out Cold,5.8,Brendan Malloy
Comedy,16888,en,10/13/2000,84,The Ladies Man,5.7,Reginald Hudlin
Drama Comedy Romance,121826,en,9/8/2012,98,Quartet,6.3,Dustin Hoffman
Comedy Romance,10646,en,3/30/2001,95,Tomcats,4.9,Gregory Poirier
Drama Thriller Crime,12149,en,11/17/2001,100,Frailty,7,Bill Paxton
Drama,304357,en,4/10/2015,120,Woman in Gold,7.3,Simon Curtis
Drama,11184,en,9/4/2004,118,Kinsey,6.6,Bill Condon
Fantasy Horror Comedy,766,en,10/9/1992,81,Army of Darkness,7.3,Sam Raimi
Comedy Romance,20009,en,2/1/2002,86,Slackers,5.4,Dewey Nicks
Romance Drama,1587,en,12/17/1993,118,What's Eating Gilbert Grape,7.5,Lasse Hallstr\u00f6m
Drama History,30973,en,9/11/2003,125,The Visual Bible: The Gospel of John,8.2,Philip Saville
Crime Drama,11109,en,10/22/2004,125,Vera Drake,6.8,Mike Leigh
Comedy Romance,9027,en,8/21/2002,91,The Guru,5.1,Daisy von Scherler Mayer
Comedy Drama Romance,63020,en,5/12/1995,113,The Perez Family,6.6,Mira Nair
Drama Music,86829,en,10/6/2013,105,Inside Llewyn Davis,7.2,Joel Coen
Drama Romance Thriller,11065,en,8/31/2001,95,O,5.8,Tim Blake Nelson
Drama Adventure Romance,13888,en,8/2/1991,98,Return to the Blue Lagoon,5.1,William A. Graham
Drama History,42345,en,1/27/1970,124,The Molly Maguires,5.9,Martin Ritt
Comedy Music Romance,13994,en,9/13/2005,105,Romance & Cigarettes,6,John Turturro
Drama,1590,en,9/10/2006,104,Copying Beethoven,6.2,Agnieszka Holland
Drama Thriller Crime,62728,en,9/13/2010,111,Brighton Rock,5.6,Rowan Joffe
Horror Thriller Crime,11917,en,10/23/2008,92,Saw V,5.9,David Hackl
Drama Action Thriller Crime Foreign,45138,it,4/1/1969,116,Machine Gun McCain,7.3,Giuliano Montaldo
Drama Comedy Romance,80271,en,2/10/2012,97,LOL,5.9,Lisa Azuelos
Crime Drama Mystery Thriller,4657,en,7/20/2006,123,Jindabyne,5.7,Ray Lawrence
Drama Romance,14395,hi,8/11/2006,193,Kabhi Alvida Naa Kehna,6.1,Karan Johar
Drama Comedy Romance,24137,en,4/15/1999,97,An Ideal Husband,6.3,Oliver Parker
Science Fiction Thriller Horror,190847,en,8/11/2013,98,The Last Days on Mars,5.2,Ruairi Robinson
Horror,11056,en,10/2/2002,102,Darkness,5.6,Jaume Balaguer\u00f3
Science Fiction Mystery Adventure,62,en,4/10/1968,149,2001: A Space Odyssey,7.9,Stanley Kubrick
Science Fiction Adventure Family Fantasy,601,en,4/3/1982,115,E.T. the Extra-Terrestrial,7.3,Steven Spielberg
Romance Comedy Drama,13067,en,4/16/2007,97,In the Land of Women,5.8,Jon Kasdan
Adventure Drama Family,25379,en,2/20/2004,97,The Blue Butterfly,6.8,L\u00e9a Pool
Drama Comedy,88641,en,9/2/1994,99,There Goes My Baby,8.5,Floyd Mutrux
Drama Comedy Romance Foreign,58051,hi,4/30/2010,135,Housefull,5.2,Sajid Khan
Drama Action History Western Romance,14877,en,5/17/2007,110,September Dawn,5,Christopher Cain
History Drama,96399,en,6/1/2012,145,For Greater Glory - The True Story of Cristiada,6.4,Dean Wright
Comedy Drama Music,304410,fr,12/17/2014,105,The Bélier Family,7,Eric Lartigau
Drama,489,en,12/5/1997,126,Good Will Hunting,7.9,Gus Van Sant
Drama Thriller,373314,en,2/5/2016,106,Misconduct,5.3,Shintaro Shimosawa
Horror Thriller Crime,214,en,10/27/2006,108,Saw III,6.1,Darren Lynn Bousman
Action Comedy,10890,en,6/25/1981,106,Stripes,6.5,Ivan Reitman
Comedy,1588,en,8/25/2000,98,Bring It On,5.8,Peyton Reed
Action Horror Thriller,316727,en,6/29/2016,105,The Purge: Election Year,6.1,James DeMonaco
Comedy Romance,10314,en,1/29/1999,95,She's All That,5.7,Robert Iscove
Horror Thriller Crime,663,en,10/25/2007,93,Saw IV,5.9,Darren Lynn Bousman
Drama Horror Thriller,11804,en,1/7/2005,101,White Noise,5.6,Geoffrey Sax
Drama Comedy Romance,16781,en,2/24/2006,110,Madea's Family Reunion,6,Tyler Perry
Drama,11873,en,10/7/1986,119,The Color of Money,6.7,Martin Scorsese
Action Drama History War,9289,en,9/25/1962,178,The Longest Day,7.2,Bernhard Wicki
